Fetch.ai,https://coinmarketcap.com/currencies/fetch/,0.024532
Gas,https://coinmarketcap.com/currencies/gas/,1.77
Syscoin,https://coinmarketcap.com/currencies/syscoin/,0.030446
BHPCoin,https://coinmarketcap.com/currencies/bhp-coin/,0.871251
Dent,https://coinmarketcap.com/currencies/dent/,0.000215
WINk,https://coinmarketcap.com/currencies/wink-tronbet/,0.000089
DAD,https://coinmarketcap.com/currencies/dad/,0.257847
Harmony,https://coinmarketcap.com/currencies/harmony/,0.003725
OriginTrail,https://coinmarketcap.com/currencies/origintrail/,0.060490
Factom,https://coinmarketcap.com/currencies/factom/,1.80
Newton,https://coinmarketcap.com/currencies/newton/,0.000794
Vertcoin,https://coinmarketcap.com/currencies/vertcoin/,0.294573
Fusion,https://coinmarketcap.com/currencies/fusion/,0.360963
Origin Protocol,https://coinmarketcap.com/currencies/origin-protocol/,0.231319
Tierion,https://coinmarketcap.com/currencies/tierion/,0.036690
BOSAGORA,https://coinmarketcap.com/currencies/bosagora/,0.055201
Aurora,https://coinmarketcap.com/currencies/aurora/,0.002337
Function X,https://coinmarketcap.com/currencies/function-x/,0.069420
Telcoin,https://coinmarketcap.com/currencies/telcoin/,0.000313
BitKan,https://coinmarketcap.com/currencies/bitkan/,0.002322
WazirX,https://coinmarketcap.com/currencies/wazirx/,0.134816
Groestlcoin,https://coinmarketcap.com/currencies/groestlcoin/,0.192212
Kusama,https://coinmarketcap.com/currencies/kusama/,5.99
HEX,https://coinmarketcap.com/currencies/hex/,0.003898
MINDOL,https://coinmarketcap.com/currencies/mindol/,2.49
Counos X,https://coinmarketcap.com/currencies/counos-x/,20.46
TNC Coin,https://coinmarketcap.com/currencies/tnc-coin/,0.154851
INO COIN,https://coinmarketcap.com/currencies/ino-coin/,1.88
ExtStock Token,https://coinmarketcap.com/currencies/extstock-token/,0.527236
TAGZ5,https://coinmarketcap.com/currencies/tagz5/,0.719116
PlayFuel,https://coinmarketcap.com/currencies/playfuel/,0.414314
BitBay,https://coinmarketcap.com/currencies/bitbay/,0.194820
MimbleWimbleCoin,https://coinmarketcap.com/currencies/mimblewimblecoin/,17.34
Insight Chain,https://coinmarketcap.com/currencies/insight-chain/,0.470427
ThoreCoin,https://coinmarketcap.com/currencies/thorecoin/,1876.68
VestChain,https://coinmarketcap.com/currencies/vestchain/,0.017105
Elamachain,https://coinmarketcap.com/currencies/elamachain/,0.249087
Advanced Internet Blocks,https://coinmarketcap.com/currencies/advanced-internet-blocks/,0.005732
Baer Chain,https://coinmarketcap.com/currencies/baer-chain/,0.755665
Metaverse Dualchain Network Architecture,https://coinmarketcap.com/currencies/metaverse-dualchain-network-architecture/,0.008901
GlitzKoin,https://coinmarketcap.com/currencies/glitzkoin/,0.406286
Bitball Treasure,https://coinmarketcap.com/currencies/bitball-treasure/,220.65
Homeros,https://coinmarketcap.com/currencies/homeros/,0.448594
botXcoin,https://coinmarketcap.com/currencies/botxcoin/,0.058272
Cryptonex,https://coinmarketcap.com/currencies/cryptonex/,1.71
Bloomzed Token,https://coinmarketcap.com/currencies/bloomzed-token/,4.52
Tratin,https://coinmarketcap.com/currencies/tratin/,0.000748
Mixin,https://coinmarketcap.com/currencies/mixin/,162.00
ERC20,https://coinmarketcap.com/currencies/erc20/,0.073051
Velas,https://coinmarketcap.com/currencies/velas/,0.055912
Counos Coin,https://coinmarketcap.com/currencies/counos-coin/,4.93
CRYPTOBUCKS,https://coinmarketcap.com/currencies/cryptobucks/,0.016594
QCash,https://coinmarketcap.com/currencies/qcash/,0.141796
Idea Chain Coin,https://coinmarketcap.com/currencies/idea-chain-coin/,2.99
NewYork Exchange,https://coinmarketcap.com/currencies/newyork-exchange/,9.65
Bitbook Gambling,https://coinmarketcap.com/currencies/bitbook-gambling/,0.164978
Centrality,https://coinmarketcap.com/currencies/centrality/,0.069322
Beldex,https://coinmarketcap.com/currencies/beldex/,0.057455
Sologenic,https://coinmarketcap.com/currencies/sologenic/,0.274917
BitcoinHD,https://coinmarketcap.com/currencies/bitcoinhd/,8.52
STEM CELL COIN,https://coinmarketcap.com/currencies/stem-cell-coin/,0.154815
Poseidon Network,https://coinmarketcap.com/currencies/poseidon-network/,0.022531
WhiteCoin,https://coinmarketcap.com/currencies/whitecoin/,0.185438
Bytecoin,https://coinmarketcap.com/currencies/bytecoin-bcn/,0.000250
Joule,https://coinmarketcap.com/currencies/joule/,0.045230
Bankera,https://coinmarketcap.com/currencies/bankera/,0.001767
Tap,https://coinmarketcap.com/currencies/tap/,0.083204
Breezecoin,https://coinmarketcap.com/currencies/breezecoin/,0.420335
PRIZM,https://coinmarketcap.com/currencies/prizm/,0.023692
DeviantCoin,https://coinmarketcap.com/currencies/deviantcoin/,1.40
Buggyra Coin Zero,https://coinmarketcap.com/currencies/buggyra-coin-zero/,0.016939
FABRK,https://coinmarketcap.com/currencies/fabrk/,0.006988
Handshake,https://coinmarketcap.com/currencies/handshake/,0.116963
Massnet,https://coinmarketcap.com/currencies/massnet/,0.433743
CWV Chain,https://coinmarketcap.com/currencies/cwv-chain/,0.008647
inSure,https://coinmarketcap.com/currencies/insure/,0.008432
BTU Protocol,https://coinmarketcap.com/currencies/btu-protocol/,0.322685
Qubitica,https://coinmarketcap.com/currencies/qubitica/,35.84
USDK,https://coinmarketcap.com/currencies/usdk/,1.00
Vitae,https://coinmarketcap.com/currencies/vitae/,1.46
Rocket Pool,https://coinmarketcap.com/currencies/rocket-pool/,2.61
PLATINCOIN,https://coinmarketcap.com/currencies/platincoin/,5.26
UNI COIN,https://coinmarketcap.com/currencies/uni-coin/,0.431557
BitMax Token,https://coinmarketcap.com/currencies/bitmax-token/,0.038881
SynchroBitcoin,https://coinmarketcap.com/currencies/synchrobitcoin/,0.361703
AgaveCoin,https://coinmarketcap.com/currencies/agavecoin/,0.063394
BigONE Token,https://coinmarketcap.com/currencies/bigone-token/,0.002612
XeniosCoin,https://coinmarketcap.com/currencies/xenioscoin/,0.324083
1irstcoin,https://coinmarketcap.com/currencies/1irstcoin/,0.674928
Folgory Coin,https://coinmarketcap.com/currencies/folgory-coin/,1.50
Karatgold Coin,https://coinmarketcap.com/currencies/karatgold-coin/,0.005138
ZEON,https://coinmarketcap.com/currencies/zeon/,0.000869
Hellenic Coin,https://coinmarketcap.com/currencies/helleniccoin/,0.307688
THORChain,https://coinmarketcap.com/currencies/thorchain/,0.134689
Dynamic Trading Rights,https://coinmarketcap.com/currencies/dynamic-trading-rights/,0.013704
ThoreNext,https://coinmarketcap.com/currencies/thorenext/,0.976997
Ultiledger,https://coinmarketcap.com/currencies/ultiledger/,0.016377
Loki,https://coinmarketcap.com/currencies/loki/,0.425898
CRYPTO20,https://coinmarketcap.com/currencies/c20/,0.505695
Ecoreal Estate,https://coinmarketcap.com/currencies/ecoreal-estate/,0.096228
CasinoCoin,https://coinmarketcap.com/currencies/casinocoin/,0.000502
Cryptoindex.com 100,https://coinmarketcap.com/currencies/cryptoindex-com-100/,0.298780
LuckySevenToken,https://coinmarketcap.com/currencies/luckyseventoken/,0.270456
Bitcoin 2,https://coinmarketcap.com/currencies/bitcoin2/,1.01
Jewel,https://coinmarketcap.com/currencies/jewel/,0.320387
NEXT,https://coinmarketcap.com/currencies/next/,0.432270
General Attention Currency,https://coinmarketcap.com/currencies/general-attention-currency/,1.73
Ethereum Meta,https://coinmarketcap.com/currencies/ethereum-meta/,0.000333
CONTRACOIN,https://coinmarketcap.com/currencies/contracoin/,0.999461
Envion,https://coinmarketcap.com/currencies/envion/,0.126067
TrustVerse,https://coinmarketcap.com/currencies/trustverse/,0.046680
Bonorum,https://coinmarketcap.com/currencies/bonorum/,45.71
BitForex Token,https://coinmarketcap.com/currencies/bitforex-token/,0.003577
ZBG Token,https://coinmarketcap.com/currencies/zbg-token/,0.054381
B2BX,https://coinmarketcap.com/currencies/b2bx/,0.772223
Chimpion,https://coinmarketcap.com/currencies/chimpion/,0.466354
Obyte,https://coinmarketcap.com/currencies/obyte/,19.61
Uquid Coin,https://coinmarketcap.com/currencies/uquid-coin/,1.43
ILCoin,https://coinmarketcap.com/currencies/ilcoin/,0.028987
Unobtanium,https://coinmarketcap.com/currencies/unobtanium/,69.11
VideoCoin,https://coinmarketcap.com/currencies/videocoin/,0.120482
Cindicator,https://coinmarketcap.com/currencies/cindicator/,0.006867
SingularityNET,https://coinmarketcap.com/currencies/singularitynet/,0.016727
Travala.com,https://coinmarketcap.com/currencies/travala/,0.350574
Bit-Z Token,https://coinmarketcap.com/currencies/bit-z-token/,0.105088
GAPS,https://coinmarketcap.com/currencies/gaps/,1.34
Orchid,https://coinmarketcap.com/currencies/orchid/,0.200009
Apollo Currency,https://coinmarketcap.com/currencies/apollo-currency/,0.000891
Nexus,https://coinmarketcap.com/currencies/nexus/,0.197160
Everipedia,https://coinmarketcap.com/currencies/everipedia/,0.001675
EDC Blockchain,https://coinmarketcap.com/currencies/edc-blockchain/,0.004724
TOP,https://coinmarketcap.com/currencies/top/,0.002460
Wrapped Bitcoin,https://coinmarketcap.com/currencies/wrapped-bitcoin/,9702.41
Ankr,https://coinmarketcap.com/currencies/ankr/,0.002400
Neutrino Dollar,https://coinmarketcap.com/currencies/neutrino-dollar/,0.998574
MovieBloc,https://coinmarketcap.com/currencies/moviebloc/,0.001777
Veritaseum,https://coinmarketcap.com/currencies/veritaseum/,5.64
Dragon Coins,https://coinmarketcap.com/currencies/dragon-coins/,0.034758
RChain,https://coinmarketcap.com/currencies/rchain/,0.024767
CryptalDash,https://coinmarketcap.com/currencies/cryptaldash/,0.011934
Nxt,https://coinmarketcap.com/currencies/nxt/,0.011916
Lambda,https://coinmarketcap.com/currencies/lambda/,0.018229
Constellation,https://coinmarketcap.com/currencies/constellation/,0.009303
TTC,https://coinmarketcap.com/currencies/ttc/,0.027439
COTI,https://coinmarketcap.com/currencies/coti/,0.022738
Spectre.ai Dividend Token,https://coinmarketcap.com/currencies/spectre-dividend/,0.142578
NKN,https://coinmarketcap.com/currencies/nkn/,0.025021
FIBOS,https://coinmarketcap.com/currencies/fibos/,0.010943
Fantom,https://coinmarketcap.com/currencies/fantom/,0.006390
Solana,https://coinmarketcap.com/currencies/solana/,0.661220
Request,https://coinmarketcap.com/currencies/request/,0.014505
MediBloc,https://coinmarketcap.com/currencies/medibloc/,0.004466
Einsteinium,https://coinmarketcap.com/currencies/einsteinium/,0.051680
WOM Protocol,https://coinmarketcap.com/currencies/wom-protocol/,0.113176
The Force Protocol,https://coinmarketcap.com/currencies/the-force-protocol/,0.036223
LBRY Credits,https://coinmarketcap.com/currencies/library-credit/,0.029468
Elitium,https://coinmarketcap.com/currencies/elitium/,1.00
Monolith,https://coinmarketcap.com/currencies/monolith/,0.341710
Burst,https://coinmarketcap.com/currencies/burst/,0.005328
FirstBlood,https://coinmarketcap.com/currencies/firstblood/,0.128749
Asch,https://coinmarketcap.com/currencies/asch/,0.117886
Invictus Hyperion Fund,https://coinmarketcap.com/currencies/invictus-hyperion-fund/,0.092350
Machine Xchange Coin,https://coinmarketcap.com/currencies/machine-xchange-coin/,0.004380
LTO Network,https://coinmarketcap.com/currencies/lto-network/,0.049560
Celer Network,https://coinmarketcap.com/currencies/celer-network/,0.002882
Carry,https://coinmarketcap.com/currencies/carry/,0.002098
ShipChain,https://coinmarketcap.com/currencies/shipchain/,0.022480
Blocknet,https://coinmarketcap.com/currencies/blocknet/,1.56
Ultra,https://coinmarketcap.com/currencies/ultra/,0.042487
Contentos,https://coinmarketcap.com/currencies/contentos/,0.008375
QASH,https://coinmarketcap.com/currencies/qash/,0.030205
Rakon,https://coinmarketcap.com/currencies/rakon/,0.092797
Tael,https://coinmarketcap.com/currencies/tael/,0.125185
Arcblock,https://coinmarketcap.com/currencies/arcblock/,0.104814
Davinci Coin,https://coinmarketcap.com/currencies/davinci-coin/,0.002570
MicroBitcoin,https://coinmarketcap.com/currencies/microbitcoin/,0.000054
IRISnet,https://coinmarketcap.com/currencies/irisnet/,0.014357
Gemini Dollar,https://coinmarketcap.com/currencies/gemini-dollar/,1.00
IDEX,https://coinmarketcap.com/currencies/idex/,0.020040
GoChain,https://coinmarketcap.com/currencies/gochain/,0.010356
Bibox Token,https://coinmarketcap.com/currencies/bibox-token/,0.106284
Anchor,https://coinmarketcap.com/currencies/anchor/,0.786055
Diamond Platform Token,https://coinmarketcap.com/currencies/diamond-platform-token/,5.84
Voyager Token,https://coinmarketcap.com/currencies/voyager-token/,0.044889
Cred,https://coinmarketcap.com/currencies/libra-credit/,0.011875
CONUN,https://coinmarketcap.com/currencies/conun/,0.003488
Measurable Data Token,https://coinmarketcap.com/currencies/measurable-data-token/,0.010314
DigixDAO,https://coinmarketcap.com/currencies/digixdao/,46.55
REPO,https://coinmarketcap.com/currencies/repo/,0.089731
LiquidApps,https://coinmarketcap.com/currencies/liquid-apps/,0.016974
Bread,https://coinmarketcap.com/currencies/bread/,0.110215
Sport and Leisure,https://coinmarketcap.com/currencies/sport-and-leisure/,0.014481
Egoras,https://coinmarketcap.com/currencies/egoras/,0.000150
QuarkChain,https://coinmarketcap.com/currencies/quarkchain/,0.005673
Propy,https://coinmarketcap.com/currencies/propy/,0.138682
Aencoin,https://coinmarketcap.com/currencies/aencoin/,0.035555
Proton,https://coinmarketcap.com/currencies/proton/,0.015454
Emirex Token,https://coinmarketcap.com/currencies/emirex-token/,0.391388
Aladdin,https://coinmarketcap.com/currencies/aladdin/,0.000223
LATOKEN,https://coinmarketcap.com/currencies/latoken/,0.025451
Kin,https://coinmarketcap.com/currencies/kin/,0.000006
Content Value Network,https://coinmarketcap.com/currencies/content-value-network/,0.011244
DMarket,https://coinmarketcap.com/currencies/dmarket/,0.167160
IoT Chain,https://coinmarketcap.com/currencies/iot-chain/,0.108510
FNB Protocol,https://coinmarketcap.com/currencies/fnb-protocol/,0.003957
Santiment Network Token,https://coinmarketcap.com/currencies/santiment/,0.148160
Moeda Loyalty Points,https://coinmarketcap.com/currencies/moeda-loyalty-points/,0.475149
Yap Stone,https://coinmarketcap.com/currencies/yap-stone/,0.062135
Kleros,https://coinmarketcap.com/currencies/kleros/,0.020169
Standard Tokenization Protocol,https://coinmarketcap.com/currencies/standard-tokenization-protocol/,0.013135
Wixlar,https://coinmarketcap.com/currencies/wixlar/,0.003860
Electra,https://coinmarketcap.com/currencies/electra/,0.000321
Cocos-BCX,https://coinmarketcap.com/currencies/cocos-bcx/,0.000378
CyberMiles,https://coinmarketcap.com/currencies/cybermiles/,0.011271
ODEM,https://coinmarketcap.com/currencies/odem/,0.040905
Neblio,https://coinmarketcap.com/currencies/neblio/,0.565163
Utrust,https://coinmarketcap.com/currencies/utrust/,0.019831
Gifto,https://coinmarketcap.com/currencies/gifto/,0.013003
MixMarvel,https://coinmarketcap.com/currencies/mixmarvel/,0.004447
Hxro,https://coinmarketcap.com/currencies/hxro/,0.087671
Single Collateral DAI,https://coinmarketcap.com/currencies/single-collateral-dai/,1.29
DREP,https://coinmarketcap.com/currencies/drep/,0.003566
Skycoin,https://coinmarketcap.com/currencies/skycoin/,0.484139
Molecular Future,https://coinmarketcap.com/currencies/molecular-future/,0.101566
CoinEx Token,https://coinmarketcap.com/currencies/coinex-token/,0.012365
Metaverse ETP,https://coinmarketcap.com/currencies/metaverse/,0.108824
AdEx,https://coinmarketcap.com/currencies/adx-net/,0.097742
VNX Exchange,https://coinmarketcap.com/currencies/vnx-exchange/,0.298606
Metadium,https://coinmarketcap.com/currencies/metadium/,0.006726
XMax,https://coinmarketcap.com/currencies/xmax/,0.000414
NavCoin,https://coinmarketcap.com/currencies/nav-coin/,0.121271
Nectar,https://coinmarketcap.com/currencies/nectar/,0.100940
ARPA Chain,https://coinmarketcap.com/currencies/arpa-chain/,0.011250
Quantstamp,https://coinmarketcap.com/currencies/quantstamp/,0.013253
SingularDTV,https://coinmarketcap.com/currencies/singulardtv/,0.013581
Morpheus.Network,https://coinmarketcap.com/currencies/morpheus-network/,0.241638
Safex Token,https://coinmarketcap.com/currencies/safex-token/,0.004308
Mainframe,https://coinmarketcap.com/currencies/mainframe/,0.000853
OTOCASH,https://coinmarketcap.com/currencies/otocash/,0.376400
sUSD,https://coinmarketcap.com/currencies/susd/,1.01
