Bitcoin,https://coinmarketcap.com/currencies/bitcoin/,9668.50
Ethereum,https://coinmarketcap.com/currencies/ethereum/,241.32
Tether,https://coinmarketcap.com/currencies/tether/,1.00
XRP,https://coinmarketcap.com/currencies/xrp/,0.203978
Bitcoin Cash,https://coinmarketcap.com/currencies/bitcoin-cash/,256.83
Bitcoin SV,https://coinmarketcap.com/currencies/bitcoin-sv/,196.76
Litecoin,https://coinmarketcap.com/currencies/litecoin/,47.09
Binance Coin,https://coinmarketcap.com/currencies/binance-coin/,17.68
EOS,https://coinmarketcap.com/currencies/eos/,2.83
Cardano,https://coinmarketcap.com/currencies/cardano/,0.085419
Tezos,https://coinmarketcap.com/currencies/tezos/,2.94
Crypto.com Coin,https://coinmarketcap.com/currencies/crypto-com-coin/,0.100713
Stellar,https://coinmarketcap.com/currencies/stellar/,0.079628
Chainlink,https://coinmarketcap.com/currencies/chainlink/,4.38
UNUS SED LEO,https://coinmarketcap.com/currencies/unus-sed-leo/,1.23
Monero,https://coinmarketcap.com/currencies/monero/,67.69
TRON,https://coinmarketcap.com/currencies/tron/,0.016939
Huobi Token,https://coinmarketcap.com/currencies/huobi-token/,4.33
Neo,https://coinmarketcap.com/currencies/neo/,11.87
Ethereum Classic,https://coinmarketcap.com/currencies/ethereum-classic/,6.87
Dash,https://coinmarketcap.com/currencies/dash/,78.22
HedgeTrade,https://coinmarketcap.com/currencies/hedgetrade/,2.57
USD Coin,https://coinmarketcap.com/currencies/usd-coin/,1.00
IOTA,https://coinmarketcap.com/currencies/iota/,0.241893
Cosmos,https://coinmarketcap.com/currencies/cosmos/,3.11
Zcash,https://coinmarketcap.com/currencies/zcash/,52.92
Maker,https://coinmarketcap.com/currencies/maker/,477.06
NEM,https://coinmarketcap.com/currencies/nem/,0.045922
Ontology,https://coinmarketcap.com/currencies/ontology/,0.573666
VeChain,https://coinmarketcap.com/currencies/vechain/,0.006740
Basic Attention Token,https://coinmarketcap.com/currencies/basic-attention-token/,0.245596
Dogecoin,https://coinmarketcap.com/currencies/dogecoin/,0.002595
OKB,https://coinmarketcap.com/currencies/okb/,5.38
FTX Token,https://coinmarketcap.com/currencies/ftx-token/,2.97
THETA,https://coinmarketcap.com/currencies/theta/,0.282960
Paxos Standard,https://coinmarketcap.com/currencies/paxos-standard/,1.00
OMG Network,https://coinmarketcap.com/currencies/omg/,1.65
DigiByte,https://coinmarketcap.com/currencies/digibyte/,0.017506
0x,https://coinmarketcap.com/currencies/0x/,0.322310
Decred,https://coinmarketcap.com/currencies/decred/,17.36
Hedera Hashgraph,https://coinmarketcap.com/currencies/hedera-hashgraph/,0.044137
ICON,https://coinmarketcap.com/currencies/icon/,0.337954
Zilliqa,https://coinmarketcap.com/currencies/zilliqa/,0.017987
Algorand,https://coinmarketcap.com/currencies/algorand/,0.233311
Qtum,https://coinmarketcap.com/currencies/qtum/,1.80
Lisk,https://coinmarketcap.com/currencies/lisk/,1.37
Synthetix Network Token,https://coinmarketcap.com/currencies/synthetix-network-token/,0.900491
Binance USD,https://coinmarketcap.com/currencies/binance-usd/,1.00
Enjin Coin,https://coinmarketcap.com/currencies/enjin-coin/,0.202795
Bitcoin Gold,https://coinmarketcap.com/currencies/bitcoin-gold/,9.31
Augur,https://coinmarketcap.com/currencies/augur/,14.09
Kyber Network,https://coinmarketcap.com/currencies/kyber-network/,0.768252
TrueUSD,https://coinmarketcap.com/currencies/trueusd/,1.00
Multi-collateral DAI,https://coinmarketcap.com/currencies/multi-collateral-dai/,1.00
Nano,https://coinmarketcap.com/currencies/nano/,0.966443
Hyperion,https://coinmarketcap.com/currencies/hyperion/,0.406226
Ravencoin,https://coinmarketcap.com/currencies/ravencoin/,0.020138
MonaCoin,https://coinmarketcap.com/currencies/monacoin/,1.84
Waves,https://coinmarketcap.com/currencies/waves/,1.13
HUSD,https://coinmarketcap.com/currencies/husd/,1.00
Siacoin,https://coinmarketcap.com/currencies/siacoin/,0.002694
Bitcoin Diamond,https://coinmarketcap.com/currencies/bitcoin-diamond/,0.579173
ZB Token,https://coinmarketcap.com/currencies/zb-token/,0.231837
Holo,https://coinmarketcap.com/currencies/holo/,0.000647
WAX,https://coinmarketcap.com/currencies/wax/,0.081404
Status,https://coinmarketcap.com/currencies/status/,0.027712
Quant,https://coinmarketcap.com/currencies/quant/,7.73
Flexacoin,https://coinmarketcap.com/currencies/flexacoin/,0.003269
Komodo,https://coinmarketcap.com/currencies/komodo/,0.749550
MCO,https://coinmarketcap.com/currencies/crypto-com/,5.29
DxChain Token,https://coinmarketcap.com/currencies/dxchain-token/,0.001667
KuCoin Shares,https://coinmarketcap.com/currencies/kucoin-shares/,0.970830
Ren,https://coinmarketcap.com/currencies/ren/,0.090755
Hive,https://coinmarketcap.com/currencies/hive-blockchain/,0.261174
Steem,https://coinmarketcap.com/currencies/steem/,0.208908
Aave,https://coinmarketcap.com/currencies/aave/,0.059223
Bytom,https://coinmarketcap.com/currencies/bytom/,0.070784
Nervos Network,https://coinmarketcap.com/currencies/nervos-network/,0.004308
Electroneum,https://coinmarketcap.com/currencies/electroneum/,0.007431
Verge,https://coinmarketcap.com/currencies/verge/,0.004417
Matic Network,https://coinmarketcap.com/currencies/matic-network/,0.020701
Energi,https://coinmarketcap.com/currencies/energi/,2.44
Nexo,https://coinmarketcap.com/currencies/nexo/,0.125999
BitTorrent,https://coinmarketcap.com/currencies/bittorrent/,0.000329
Loopring,https://coinmarketcap.com/currencies/loopring/,0.065132
Divi,https://coinmarketcap.com/currencies/divi/,0.038972
Seele-N,https://coinmarketcap.com/currencies/seele/,0.091600
Numeraire,https://coinmarketcap.com/currencies/numeraire/,24.38
Blockstack,https://coinmarketcap.com/currencies/blockstack/,0.141460
IOST,https://coinmarketcap.com/currencies/iostoken/,0.005166
BitShares,https://coinmarketcap.com/currencies/bitshares/,0.022360
Terra,https://coinmarketcap.com/currencies/terra-luna/,0.213245
MaidSafeCoin,https://coinmarketcap.com/currencies/maidsafecoin/,0.133868
Unibright,https://coinmarketcap.com/currencies/unibright/,0.407902
Celsius,https://coinmarketcap.com/currencies/celsius/,0.253569
SOLVE,https://coinmarketcap.com/currencies/solve/,0.177118
HyperCash,https://coinmarketcap.com/currencies/hypercash/,1.34
ABBC Coin,https://coinmarketcap.com/currencies/abbc-coin/,0.103909
Chiliz,https://coinmarketcap.com/currencies/chiliz/,0.012455
Horizen,https://coinmarketcap.com/currencies/horizen/,6.14
Decentraland,https://coinmarketcap.com/currencies/decentraland/,0.041213
Xensor,https://coinmarketcap.com/currencies/xensor/,0.047556
Golem,https://coinmarketcap.com/currencies/golem-network-tokens/,0.051968
Zcoin,https://coinmarketcap.com/currencies/zcoin/,4.85
Ardor,https://coinmarketcap.com/currencies/ardor/,0.049858
aelf,https://coinmarketcap.com/currencies/aelf/,0.091001
v.systems,https://coinmarketcap.com/currencies/v-systems/,0.024085
Aion,https://coinmarketcap.com/currencies/aion/,0.112201
CyberVein,https://coinmarketcap.com/currencies/cybervein/,0.045418
PAX Gold,https://coinmarketcap.com/currencies/pax-gold/,1695.35
Aeternity,https://coinmarketcap.com/currencies/aeternity/,0.145268
Crypterium,https://coinmarketcap.com/currencies/crpt/,0.442327
BHEX Token,https://coinmarketcap.com/currencies/bhex-token/,0.154028
RSK Infrastructure Framework,https://coinmarketcap.com/currencies/rsk-infrastructure-framework/,0.069670
ReddCoin,https://coinmarketcap.com/currencies/reddcoin/,0.001437
Streamr,https://coinmarketcap.com/currencies/streamr/,0.059807
Bancor,https://coinmarketcap.com/currencies/bancor/,0.582276
Power Ledger,https://coinmarketcap.com/currencies/power-ledger/,0.095026
Ripio Credit Network,https://coinmarketcap.com/currencies/ripio-credit-network/,0.077380
iExec RLC,https://coinmarketcap.com/currencies/rlc/,0.488492
SwissBorg,https://coinmarketcap.com/currencies/swissborg/,0.054727
Stratis,https://coinmarketcap.com/currencies/stratis/,0.369804
Gatechain Token,https://coinmarketcap.com/currencies/gatechain-token/,0.544958
Digitex Futures,https://coinmarketcap.com/currencies/digitex-futures/,0.042274
STASIS EURO,https://coinmarketcap.com/currencies/stasis-euro/,1.12
Thunder Token,https://coinmarketcap.com/currencies/thunder-token/,0.006572
WaykiChain,https://coinmarketcap.com/currencies/waykichain/,0.187743
Band Protocol,https://coinmarketcap.com/currencies/band-protocol/,1.72
Pundi X,https://coinmarketcap.com/currencies/pundi-x/,0.000150
Aragon,https://coinmarketcap.com/currencies/aragon/,1.10
Kava,https://coinmarketcap.com/currencies/kava/,1.04
Insolar,https://coinmarketcap.com/currencies/insolar/,0.864041
GXChain,https://coinmarketcap.com/currencies/gxchain/,0.522749
Eidoo,https://coinmarketcap.com/currencies/eidoo/,0.469015
Swipe,https://coinmarketcap.com/currencies/swipe/,0.502629
Theta Fuel,https://coinmarketcap.com/currencies/theta-fuel/,0.008411
Beam,https://coinmarketcap.com/currencies/beam/,0.500538
NULS,https://coinmarketcap.com/currencies/nuls/,0.323308
Elastos,https://coinmarketcap.com/currencies/elastos/,1.63
Orbs,https://coinmarketcap.com/currencies/orbs/,0.013932
Ocean Protocol,https://coinmarketcap.com/currencies/ocean-protocol/,0.085566
Gnosis,https://coinmarketcap.com/currencies/gnosis-gno/,26.65
MX Token,https://coinmarketcap.com/currencies/mx-token/,0.156262
Huobi Pool Token,https://coinmarketcap.com/currencies/huobi-pool-token/,0.005774
TomoChain,https://coinmarketcap.com/currencies/tomochain/,0.401129
Ark,https://coinmarketcap.com/currencies/ark/,0.232305
12Ships,https://coinmarketcap.com/currencies/12ships/,0.005713
Cortex,https://coinmarketcap.com/currencies/cortex/,0.108206
Dragonchain,https://coinmarketcap.com/currencies/dragonchain/,0.112727
Elrond,https://coinmarketcap.com/currencies/elrond/,0.002719
IoTeX,https://coinmarketcap.com/currencies/iotex/,0.004652
Waltonchain,https://coinmarketcap.com/currencies/waltonchain/,0.358982
Wanchain,https://coinmarketcap.com/currencies/wanchain/,0.201667
Enigma,https://coinmarketcap.com/currencies/enigma/,0.332787
Reserve Rights,https://coinmarketcap.com/currencies/reserve-rights/,0.003584
Super Zero,https://coinmarketcap.com/currencies/super-zero/,0.091340
Project Pai,https://coinmarketcap.com/currencies/project-pai/,0.016576
PIVX,https://coinmarketcap.com/currencies/pivx/,0.427756
Grin,https://coinmarketcap.com/currencies/grin/,0.554389
Storm,https://coinmarketcap.com/currencies/storm/,0.003004
Polymath,https://coinmarketcap.com/currencies/polymath-network/,0.045142
Wirex Token,https://coinmarketcap.com/currencies/wirex-token/,0.009908
Tachyon Protocol,https://coinmarketcap.com/currencies/tachyon-protocol/,0.084450
TrueChain,https://coinmarketcap.com/currencies/truechain/,0.282652
Nash Exchange,https://coinmarketcap.com/currencies/nash-exchange/,0.951527
Aidos Kuneen,https://coinmarketcap.com/currencies/aidos-kuneen/,0.887108
Storj,https://coinmarketcap.com/currencies/storj/,0.134331
FunFair,https://coinmarketcap.com/currencies/funfair/,0.003198
Populous,https://coinmarketcap.com/currencies/populous/,0.391291
Metal,https://coinmarketcap.com/currencies/metal/,0.316291
Acute Angle Cloud,https://coinmarketcap.com/currencies/acute-angle-cloud/,0.082671
XinFin Network,https://coinmarketcap.com/currencies/xinfin-network/,0.003556
Nebulas,https://coinmarketcap.com/currencies/nebulas-token/,0.385249
Civic,https://coinmarketcap.com/currencies/civic/,0.028947
Ignis,https://coinmarketcap.com/currencies/ignis/,0.025205
BORA,https://coinmarketcap.com/currencies/bora/,0.027530
Loom Network,https://coinmarketcap.com/currencies/loom-network/,0.018990
