eToro New Zealand Dollar,https://coinmarketcap.com/currencies/etoro-new-zealand-dollar/,?
eToro Australian Dollar,https://coinmarketcap.com/currencies/etoro-australian-dollar/,?
eToro Euro,https://coinmarketcap.com/currencies/etoro-euro/,?
Egas,https://coinmarketcap.com/currencies/egas/,0.000311
